epoch,accuracy,loss,val_accuracy,val_loss
0,0.07871093600988388,3.256946563720703,0.08515624701976776,3.1519994735717773
1,0.12587890028953552,2.942336082458496,0.14179687201976776,2.8649396896362305
2,0.20234374701976776,2.549466609954834,0.234375,2.477252960205078
3,0.27587890625,2.2277724742889404,0.2867187559604645,2.1961686611175537
4,0.3492187559604645,1.9796794652938843,0.35468751192092896,1.9747018814086914
5,0.43486326932907104,1.6954301595687866,0.33984375,2.139228105545044
6,0.47382813692092896,1.5379931926727295,0.4359374940395355,1.7957651615142822
7,0.535839855670929,1.3647418022155762,0.4312500059604645,1.8269121646881104
8,0.5894531011581421,1.2120015621185303,0.5078125,1.623361587524414
9,0.598339855670929,1.1758822202682495,0.48164063692092896,1.7477422952651978
10,0.6566406488418579,1.0177114009857178,0.512890636920929,1.6985400915145874
11,0.6846679449081421,0.919854462146759,0.4867187440395355,1.7946932315826416
12,0.730664074420929,0.8163664937019348,0.5855468511581421,1.34968900680542
13,0.7523437738418579,0.7457183599472046,0.588671863079071,1.4059386253356934
14,0.7762695550918579,0.6727482080459595,0.637890636920929,1.1756583452224731
15,0.792773425579071,0.6137027740478516,0.6859375238418579,1.0426263809204102
16,0.808886706829071,0.5607690811157227,0.666796863079071,1.164779782295227
17,0.81884765625,0.5386770367622375,0.662890613079071,1.1551405191421509
18,0.837597668170929,0.48587602376937866,0.686718761920929,1.0885032415390015
19,0.845898449420929,0.45853838324546814,0.6527343988418579,1.2962397336959839
20,0.8580077886581421,0.42254742980003357,0.6878906488418579,1.1209230422973633
21,0.8765624761581421,0.37874647974967957,0.6527343988418579,1.3747146129608154
22,0.878222644329071,0.360012024641037,0.6996093988418579,1.0845530033111572
23,0.88427734375,0.3489125370979309,0.727734386920929,0.990218460559845
24,0.8946288824081421,0.31770914793014526,0.685546875,1.2677189111709595
25,0.905566394329071,0.28536540269851685,0.660937488079071,1.4079986810684204
26,0.906542956829071,0.2926916182041168,0.6015625,1.83364737033844
27,0.8978515863418579,0.3019374907016754,0.6656249761581421,1.3099932670593262
28,0.923046886920929,0.23672470450401306,0.701953113079071,1.1897351741790771
29,0.909960925579071,0.2728181481361389,0.662109375,1.505723237991333
30,0.9247070550918579,0.22426922619342804,0.735156238079071,1.0553621053695679
31,0.9261718988418579,0.219830721616745,0.69140625,1.3904844522476196
32,0.936230480670929,0.20053870975971222,0.6976562738418579,1.2871038913726807
33,0.9375,0.1904921978712082,0.6996093988418579,1.4269415140151978
34,0.9378906488418579,0.1942247450351715,0.716796875,1.1857891082763672
35,0.928027331829071,0.21575336158275604,0.678906261920929,1.3931267261505127
36,0.943652331829071,0.17281080782413483,0.751171886920929,1.0821789503097534
37,0.9374023675918579,0.19423750042915344,0.6859375238418579,1.4404418468475342
38,0.947460949420929,0.15858633816242218,0.5765625238418579,2.246270179748535
39,0.9541015625,0.14960548281669617,0.707812488079071,1.4090811014175415
40,0.9520508050918579,0.1429768055677414,0.5386718511581421,2.669384241104126
41,0.9476562738418579,0.15509465336799622,0.755859375,1.1444059610366821
42,0.9530273675918579,0.14296922087669373,0.719531238079071,1.3363856077194214
43,0.9537109136581421,0.13749198615550995,0.711718738079071,1.4269382953643799
44,0.954882800579071,0.13973239064216614,0.7386718988418579,1.170360803604126
45,0.959667980670929,0.12207908928394318,0.651562511920929,1.8746583461761475
46,0.9517577886581421,0.1549639254808426,0.675000011920929,1.6368138790130615
47,0.9593750238418579,0.12202153354883194,0.6175781488418579,2.245173454284668
48,0.9644531011581421,0.11708217859268188,0.7269531488418579,1.387976884841919
49,0.96728515625,0.10169563442468643,0.692578136920929,1.5592639446258545
50,0.9637695550918579,0.11351235955953598,0.701953113079071,1.4384815692901611
51,0.9580078125,0.12978017330169678,0.7210937738418579,1.423709511756897
52,0.96875,0.09739165008068085,0.7027343511581421,1.6206762790679932
53,0.963183581829071,0.11627894639968872,0.649218738079071,2.08530592918396
54,0.967480480670929,0.09705383330583572,0.6859375238418579,1.6667400598526
55,0.9710937738418579,0.0917462557554245,0.7054687738418579,1.4433704614639282
56,0.9708007574081421,0.08865993469953537,0.7496093511581421,1.272507667541504
57,0.970019519329071,0.09731881320476532,0.71484375,1.5122933387756348
58,0.970996081829071,0.08414797484874725,0.697265625,1.6234241724014282
59,0.966796875,0.10291457176208496,0.699999988079071,1.695720911026001
60,0.968457043170929,0.09224794805049896,0.764453113079071,1.1259361505508423
61,0.97314453125,0.0810764878988266,0.762499988079071,1.2368978261947632
62,0.978320300579071,0.06686263531446457,0.68359375,1.7458956241607666
63,0.9732421636581421,0.08382289111614227,0.778515636920929,1.0734460353851318
64,0.9737304449081421,0.07722768187522888,0.698437511920929,1.8018239736557007
65,0.97119140625,0.08787007629871368,0.716796875,1.5164449214935303
66,0.963671863079071,0.11332744359970093,0.7679687738418579,1.1960912942886353
67,0.9658203125,0.10720882564783096,0.6781250238418579,1.807774305343628
68,0.979785144329071,0.06400594860315323,0.796093761920929,0.9577845335006714
69,0.984082043170929,0.05117397382855415,0.755078136920929,1.2907111644744873
70,0.982421875,0.05592680722475052,0.801953136920929,1.010242223739624
71,0.9839843511581421,0.056816570460796356,0.791796863079071,1.1390115022659302
72,0.977734386920929,0.06315327435731888,0.717968761920929,1.682345986366272
73,0.9766601324081421,0.07032783329486847,0.797656238079071,1.004827857017517
74,0.982617199420929,0.05375629663467407,0.686718761920929,1.9155795574188232
75,0.9759765863418579,0.08241330832242966,0.768359363079071,1.330456256866455
76,0.9837890863418579,0.05282440036535263,0.780078113079071,1.1919447183609009
77,0.984667956829071,0.04892190173268318,0.835156261920929,0.8036676645278931
78,0.982714831829071,0.05603207275271416,0.737109363079071,1.4925447702407837
79,0.97900390625,0.06722434610128403,0.7281249761581421,1.5392019748687744
80,0.9761718511581421,0.07156112790107727,0.7281249761581421,1.614397406578064
81,0.981738269329071,0.05549353361129761,0.747265636920929,1.5309302806854248
82,0.9751952886581421,0.0753316879272461,0.8355468511581421,0.848197340965271
83,0.981249988079071,0.05592932552099228,0.768750011920929,1.2811167240142822
84,0.982226550579071,0.05877593159675598,0.7503906488418579,1.470343828201294
85,0.986523449420929,0.04075320437550545,0.76953125,1.3530945777893066
86,0.982421875,0.059411246329545975,0.766406238079071,1.2755653858184814
87,0.97998046875,0.06343171745538712,0.7320312261581421,1.6749979257583618
88,0.9839843511581421,0.05266091227531433,0.703125,1.9765888452529907
89,0.9775390625,0.07817434519529343,0.756640613079071,1.4481117725372314
90,0.986621081829071,0.04255397617816925,0.7601562738418579,1.4130499362945557
91,0.9881836175918579,0.03595734387636185,0.7007812261581421,1.9898220300674438
92,0.9873046875,0.04242314025759697,0.8238281011581421,0.9970666766166687
93,0.9862304925918579,0.04615237936377525,0.801562488079071,1.215071678161621
94,0.9898437261581421,0.03391283005475998,0.740234375,1.570784330368042
95,0.985156238079071,0.046172525733709335,0.737500011920929,1.5728490352630615
96,0.9872070550918579,0.04085257649421692,0.797656238079071,1.123012661933899
97,0.9795898199081421,0.06784811615943909,0.782421886920929,1.1974742412567139
98,0.9854491949081421,0.04644211009144783,0.8128906488418579,1.033374309539795
99,0.987109363079071,0.04091714322566986,0.6539062261581421,2.4781546592712402
100,0.980761706829071,0.05735630542039871,0.783984363079071,1.2156224250793457
101,0.9864257574081421,0.04614773392677307,0.823437511920929,1.0719352960586548
102,0.9766601324081421,0.0757250115275383,0.748828113079071,1.4260461330413818
103,0.986132800579071,0.046864837408065796,0.8046875,1.1025664806365967
104,0.9911133050918579,0.027845442295074463,0.7914062738418579,1.1348203420639038
105,0.990429699420929,0.03066399320960045,0.8023437261581421,1.1853415966033936
106,0.9906250238418579,0.027639219537377357,0.784375011920929,1.3269273042678833
107,0.986035168170929,0.044424012303352356,0.763671875,1.4253369569778442
108,0.98828125,0.0353129580616951,0.783203125,1.3406097888946533
109,0.982617199420929,0.054916560649871826,0.7964843511581421,1.2172737121582031
110,0.975292980670929,0.0763382837176323,0.7886718511581421,1.2933093309402466
111,0.9862304925918579,0.04446874558925629,0.811328113079071,1.0656120777130127
112,0.9869140386581421,0.03940056636929512,0.8109375238418579,1.0907697677612305
113,0.988574206829071,0.03510187566280365,0.8304687738418579,0.9922882914543152
114,0.990429699420929,0.030776768922805786,0.7582031488418579,1.5064311027526855
115,0.990234375,0.03221748024225235,0.7476562261581421,1.6911075115203857
116,0.987011730670929,0.04367079213261604,0.772656261920929,1.3714176416397095
117,0.980761706829071,0.06132536381483078,0.80078125,1.122502326965332
118,0.987597644329071,0.039385728538036346,0.828906238079071,1.0891228914260864
119,0.990429699420929,0.030436333268880844,0.7007812261581421,1.984750747680664
120,0.9912109375,0.03216765075922012,0.817578136920929,1.186545968055725
121,0.9886718988418579,0.035857927054166794,0.7398437261581421,1.7970497608184814
122,0.988476574420929,0.03700300306081772,0.7890625,1.3500311374664307
123,0.9917968511581421,0.027225404977798462,0.755078136920929,1.6985784769058228
124,0.987500011920929,0.04163549095392227,0.8343750238418579,1.0031319856643677
125,0.9881836175918579,0.03399131819605827,0.7574218511581421,1.656375527381897
126,0.98974609375,0.031953416764736176,0.807812511920929,1.1859369277954102
127,0.991503894329071,0.02710779383778572,0.7757812738418579,1.448473334312439
