epoch,accuracy,loss,val_accuracy,val_loss
0,0.07426075637340546,3.231297016143799,0.11962365359067917,2.8838143348693848
1,0.13689516484737396,2.7107791900634766,0.1852150559425354,2.5247690677642822
2,0.1875,2.515238046646118,0.23279570043087006,2.374668598175049
3,0.2508736550807953,2.3033440113067627,0.3704301118850708,2.0111072063446045
4,0.3237903118133545,2.0274128913879395,0.4212365448474884,1.7295191287994385
5,0.3959677517414093,1.8022234439849854,0.5016129016876221,1.5442906618118286
6,0.4569220542907715,1.6210150718688965,0.5529569983482361,1.356136679649353
7,0.5158601999282837,1.4492003917694092,0.601075291633606,1.216222882270813
8,0.571975827217102,1.2811652421951294,0.6564516425132751,1.0465604066848755
9,0.6061155796051025,1.169132113456726,0.6623656153678894,1.0453163385391235
10,0.6480510830879211,1.0396440029144287,0.6930107474327087,0.9376713633537292
11,0.6860215067863464,0.9458715915679932,0.7322580814361572,0.8327180743217468
12,0.7217742204666138,0.8605868220329285,0.774193525314331,0.7083138227462769
13,0.7446236610412598,0.7857397794723511,0.7836021780967712,0.676336407661438
14,0.7710349559783936,0.7081583142280579,0.7940860390663147,0.6451757550239563
15,0.7839381694793701,0.6712709069252014,0.8064516186714172,0.6384026408195496
16,0.8040322661399841,0.6064509153366089,0.8389784693717957,0.5458592772483826
17,0.8230510950088501,0.5628567337989807,0.8384408354759216,0.5266225337982178
18,0.8451613187789917,0.5069088339805603,0.8314515948295593,0.5384584069252014
19,0.8485215306282043,0.48351600766181946,0.8612903356552124,0.4449758231639862
20,0.8586021661758423,0.4396514892578125,0.853225827217102,0.49408799409866333
21,0.8684811592102051,0.4140750765800476,0.8733870983123779,0.4329475462436676
22,0.8784274458885193,0.3835231065750122,0.8672043085098267,0.4362702965736389
23,0.8866263628005981,0.3495692014694214,0.8690860271453857,0.4544914662837982
24,0.8946908712387085,0.3436098098754883,0.875268816947937,0.4096614718437195
25,0.8979166746139526,0.3272586166858673,0.8693548440933228,0.4687700569629669
26,0.905443549156189,0.300537645816803,0.8889784812927246,0.38288232684135437
27,0.9120967984199524,0.2830597460269928,0.8876343965530396,0.4008532166481018
28,0.9128360152244568,0.2775315046310425,0.8873655796051025,0.3948884606361389
29,0.9183467626571655,0.25790441036224365,0.8806451559066772,0.41309791803359985
30,0.9224462509155273,0.2537740468978882,0.876075267791748,0.4389006495475769
31,0.9281585812568665,0.23103727400302887,0.9008064270019531,0.3548257350921631
32,0.9223790168762207,0.23918558657169342,0.8954300880432129,0.3877965211868286
33,0.9320564270019531,0.2109685242176056,0.898924708366394,0.3670050799846649
34,0.9354838728904724,0.2079300731420517,0.875537633895874,0.45914530754089355
35,0.9354838728904724,0.2037697434425354,0.8908601999282837,0.4157549738883972
36,0.9399865865707397,0.18850599229335785,0.8924731016159058,0.39060690999031067
37,0.9438844323158264,0.17455273866653442,0.8948924541473389,0.40614745020866394
38,0.9461021423339844,0.1712215393781662,0.9018816947937012,0.3590509295463562
39,0.9492607712745667,0.1586451381444931,0.8994623422622681,0.38049912452697754
40,0.9427419304847717,0.1869155913591385,0.9016128778457642,0.3930990993976593
41,0.9491263628005981,0.15685617923736572,0.8965053558349609,0.37621375918388367
42,0.9532930254936218,0.1472419798374176,0.9072580933570862,0.38155031204223633
43,0.9550403356552124,0.1426740288734436,0.8903225660324097,0.4323694705963135
44,0.961155891418457,0.12836575508117676,0.9067204594612122,0.3674148917198181
45,0.9540994763374329,0.14114224910736084,0.9172043204307556,0.33875608444213867
46,0.9600134491920471,0.12407690286636353,0.8903225660324097,0.4651372730731964
47,0.9572580456733704,0.13353975117206573,0.9043010473251343,0.38633862137794495
48,0.9547042846679688,0.1464230865240097,0.9045698642730713,0.408565878868103
49,0.9555779695510864,0.13757304847240448,0.9072580933570862,0.3779264986515045
50,0.9674059152603149,0.10559934377670288,0.9067204594612122,0.38028642535209656
51,0.9672715067863464,0.10776627063751221,0.9244623780250549,0.32863906025886536
52,0.9641801118850708,0.11473572999238968,0.9099462628364563,0.37032878398895264
53,0.9586021304130554,0.12867799401283264,0.9137097001075745,0.368850976228714
54,0.9617607593536377,0.1231662705540657,0.9161290526390076,0.33588966727256775
55,0.9669354557991028,0.1029035896062851,0.9161290526390076,0.35936322808265686
56,0.968212366104126,0.10288207232952118,0.9220430254936218,0.3251900374889374
57,0.9720430374145508,0.09244172275066376,0.9126344323158264,0.3685818612575531
58,0.9740591645240784,0.08237511664628983,0.9142473340034485,0.34923043847084045
59,0.9754032492637634,0.07666028290987015,0.9276881814002991,0.3187817633152008
60,0.9725134372711182,0.08852202445268631,0.8951612710952759,0.4533534348011017
61,0.9659945964813232,0.1074078232049942,0.9196236729621887,0.37794336676597595
62,0.9718413949012756,0.09125156700611115,0.9104838967323303,0.42470991611480713
63,0.9713037610054016,0.09370291978120804,0.9236559271812439,0.32703083753585815
64,0.9638440608978271,0.11897105723619461,0.9126344323158264,0.3701532483100891
